C4_1Hz,C4_2Hz,C4_3Hz,C4_4Hz,C4_5Hz,C4_6Hz,C4_7Hz,C4_8Hz,C4_9Hz,C4_10Hz,C4_11Hz,C4_12Hz,C4_13Hz,C4_14Hz,C4_15Hz,C4_16Hz,C4_17Hz,C4_18Hz,C4_19Hz,C4_20Hz,C4_21Hz,C4_22Hz,C4_23Hz,C4_24Hz,C4_25Hz,C4_26Hz,C4_27Hz,C4_28Hz,C4_29Hz,C4_30Hz,A1_1Hz,A1_2Hz,A1_3Hz,A1_4Hz,A1_5Hz,A1_6Hz,A1_7Hz,A1_8Hz,A1_9Hz,A1_10Hz,A1_11Hz,A1_12Hz,A1_13Hz,A1_14Hz,A1_15Hz,A1_16Hz,A1_17Hz,A1_18Hz,A1_19Hz,A1_20Hz,A1_21Hz,A1_22Hz,A1_23Hz,A1_24Hz,A1_25Hz,A1_26Hz,A1_27Hz,A1_28Hz,A1_29Hz,A1_30Hz,Target
0.174541857,0.178724227,0.058760092,0.03391016,0.018513209,0.013741216,0.011411957,0.012239634,0.021623541,0.022636273,0.024037327,0.016873046,0.021570934,0.021128343,0.024332736,0.02320247,0.034222078,0.037935869,0.027618613,0.032877136,0.021481331,0.015609709,0.020530654,0.021670481,0.014935682,0.008815801,0.008156384,0.00863424,0.0133959,0.012885548,0.055512497,0.046439789,0.023879946,0.011020516,0.012155689,0.010576211,0.012367947,0.015164845,0.02481203,0.037084167,0.071986118,0.0437723,0.05160654,0.036321576,0.054978506,0.028751467,0.033989161,0.037246997,0.019322569,0.021112895,0.033485007,0.035879115,0.041555939,0.038356223,0.03612473,0.026284461,0.036021476,0.023326854,0.019111273,0.021272579,Sdb
0.226696131,0.183668478,0.054102692,0.029031502,0.015989683,0.010973653,0.00909482,0.011156671,0.020025679,0.020521856,0.021242869,0.015308125,0.020544853,0.01955363,0.023312235,0.022129726,0.031445415,0.035828974,0.02895445,0.03079845,0.020950398,0.014568753,0.017561982,0.017752502,0.012012047,0.007112669,0.006646258,0.007376167,0.012246226,0.012220053,0.087861261,0.070596796,0.028722097,0.011683945,0.013201855,0.010688291,0.010892289,0.015944518,0.023576157,0.033433091,0.067057434,0.041030411,0.045566823,0.033724293,0.052310598,0.025077146,0.032104944,0.032803634,0.019554054,0.018776197,0.031070609,0.033343592,0.039728527,0.034651878,0.031945404,0.025017044,0.032672973,0.021941574,0.017807169,0.018383459,Sdb
0.209931381,0.209375412,0.09813096,0.034669557,0.016187991,0.011890612,0.01307183,0.013528452,0.019938978,0.017427544,0.018228496,0.013066377,0.017748603,0.01647189,0.019718445,0.018524839,0.02617185,0.030934523,0.024129263,0.025792367,0.017423827,0.012388552,0.014897806,0.015724385,0.01045457,0.006111972,0.005798504,0.006675099,0.010421029,0.010217452,0.090224112,0.070236414,0.02999866,0.013721987,0.01483727,0.010908294,0.011197276,0.015873543,0.022984076,0.032424469,0.066694497,0.040166928,0.046113188,0.033437295,0.052434447,0.024820286,0.032419927,0.03211836,0.018539804,0.017473753,0.030094094,0.032558502,0.040325303,0.034783982,0.032006789,0.024139126,0.032391186,0.021995466,0.017780393,0.018451179,Sdb
0.113600437,0.258433465,0.191296164,0.035896151,0.019961973,0.013011612,0.020991515,0.015501932,0.015641705,0.012947063,0.011831079,0.0092737,0.010929208,0.010558758,0.011586919,0.012342619,0.016489117,0.02112302,0.015890646,0.016679515,0.011628146,0.013722754,0.018442147,0.024773459,0.019927405,0.014572072,0.011906264,0.010014387,0.010741396,0.006961559,0.141394269,0.122969293,0.047925965,0.018338181,0.01641465,0.011909345,0.010980431,0.015791107,0.023280167,0.030110573,0.055184964,0.03301911,0.034779259,0.027176824,0.039816733,0.019011684,0.024789028,0.027684125,0.01619791,0.014649985,0.019961919,0.02685018,0.031917954,0.02654148,0.028280797,0.022665422,0.027010135,0.021900142,0.014166408,0.016979468,Sdb
0.154127813,0.284825372,0.147726331,0.027934698,0.020835312,0.014563385,0.014820895,0.010363634,0.009171638,0.008407986,0.016009523,0.009762273,0.008741251,0.008221157,0.007880403,0.012088022,0.0232146,0.01996928,0.011910047,0.013728713,0.009267683,0.013618685,0.018688389,0.030422562,0.023504644,0.01519969,0.017276526,0.015290986,0.009841018,0.008376733,0.297002522,0.1853912,0.05269333,0.014943143,0.011632892,0.010349455,0.01133989,0.010205966,0.012948415,0.023325429,0.029976703,0.026540074,0.017734909,0.015129198,0.026520527,0.008657903,0.012617043,0.017314643,0.012435887,0.008960651,0.011746294,0.016588473,0.018220105,0.020898604,0.027841974,0.020814604,0.020636958,0.013406234,0.011604466,0.011072452,Sdb
0.268743349,0.273533719,0.124253798,0.028124199,0.019380406,0.009851626,0.010593902,0.009127188,0.005769308,0.006424126,0.010027657,0.007082144,0.006029865,0.005782123,0.004680308,0.012478776,0.015847402,0.01427856,0.008980575,0.012500119,0.006990911,0.014518886,0.013018726,0.030340186,0.017164135,0.011767996,0.012348311,0.014283477,0.007977938,0.006070172,0.358603657,0.155017181,0.040231837,0.011084097,0.008558911,0.007565405,0.008794845,0.008575879,0.010558434,0.016946558,0.021962665,0.022986261,0.016688185,0.011077068,0.023599323,0.011520253,0.01180895,0.018010435,0.013184192,0.008623602,0.00939433,0.024799254,0.019372789,0.019006213,0.045863871,0.023631962,0.021868052,0.012680346,0.009887595,0.009337265,Sdb
0.281535411,0.266219202,0.10719781,0.025809013,0.01804976,0.008723746,0.009376317,0.007818826,0.005332827,0.006490008,0.009441455,0.007051058,0.00560013,0.006076671,0.004159242,0.015661361,0.016787231,0.016187839,0.012530587,0.014729204,0.007981003,0.013853077,0.013896394,0.028729229,0.017312477,0.013364456,0.012722986,0.015688396,0.011843164,0.007253084,0.395951105,0.137298511,0.035982582,0.010903186,0.008797939,0.006861213,0.008285784,0.007204035,0.00998902,0.015875342,0.020897727,0.017384998,0.016966654,0.012129148,0.022223787,0.018843716,0.012567705,0.018377751,0.013612083,0.009924511,0.008694262,0.0272317,0.016457036,0.016750763,0.040258508,0.02356564,0.01840762,0.011762416,0.00985933,0.008906818,Sdb
0.285816834,0.265821148,0.105446775,0.026002566,0.018022562,0.008557718,0.008859869,0.007616481,0.005017641,0.00634363,0.008687328,0.00671449,0.005441143,0.005979012,0.004137283,0.01545359,0.015873759,0.015629483,0.012172544,0.015025773,0.007840111,0.014255328,0.014117334,0.028840677,0.017387028,0.014317025,0.01313332,0.015960628,0.012006112,0.007103669,0.400380399,0.137320874,0.036994072,0.01107736,0.008688216,0.006744077,0.007913052,0.00723242,0.010108213,0.016864917,0.019635815,0.016232773,0.015868192,0.011309136,0.020745965,0.018603804,0.01194948,0.017676336,0.014313091,0.010897405,0.009212369,0.026064086,0.016110994,0.016699318,0.041058506,0.024352927,0.018011852,0.011817382,0.010224009,0.008525887,Sdb
0.287196704,0.262014253,0.104420004,0.025604446,0.017857956,0.008603968,0.008884223,0.007467982,0.00503049,0.006317532,0.008693893,0.006830367,0.005536355,0.006192928,0.004291389,0.015466938,0.016137108,0.015783326,0.012244079,0.015353189,0.007931035,0.014494007,0.014609439,0.029070137,0.017641973,0.014841639,0.013244539,0.016248594,0.01201481,0.007320973,0.402479559,0.138549149,0.037684807,0.011236253,0.008783663,0.006788915,0.007965503,0.007223878,0.009924716,0.017105742,0.018461682,0.016034917,0.015756947,0.010797237,0.020290758,0.018911334,0.011632561,0.017725948,0.014276999,0.011028458,0.008905701,0.025640455,0.016187156,0.016480225,0.040163209,0.024481624,0.017543337,0.011895485,0.010253941,0.008220814,Sdb
0.286246341,0.261486727,0.103291074,0.025435734,0.017861873,0.008455151,0.008804219,0.007425305,0.004948471,0.006265118,0.008591852,0.006901746,0.00563904,0.006507433,0.004254581,0.015448289,0.015873488,0.015634648,0.012487209,0.015673858,0.008047984,0.0151337,0.014732293,0.029450165,0.017930646,0.015025949,0.01376387,0.016267008,0.012247373,0.007446927,0.402496732,0.137492723,0.03722341,0.011481175,0.008841203,0.006727038,0.007842125,0.007427679,0.009701925,0.015927426,0.016740088,0.015709729,0.015716763,0.01099295,0.020021793,0.019006918,0.011488086,0.017089151,0.014116773,0.011524437,0.008820184,0.025897123,0.016534123,0.017499028,0.040764101,0.024607584,0.017759355,0.012408037,0.01054014,0.009324863,Sdb
0.282721188,0.260844708,0.103242469,0.025290942,0.017974443,0.00851452,0.008860994,0.007488823,0.005112155,0.006434764,0.008895851,0.007160339,0.006010097,0.006860949,0.004406031,0.015384136,0.016118785,0.016047443,0.013401807,0.015634862,0.008339053,0.015194593,0.01487616,0.029012526,0.018037313,0.01485277,0.013855984,0.016226009,0.012345237,0.007552012,0.4022082,0.138536512,0.036777633,0.012044032,0.009141446,0.006838017,0.007836321,0.0077486,0.009580336,0.015529809,0.016067744,0.016130059,0.015443843,0.01094678,0.019902792,0.019246456,0.011093238,0.017081218,0.013819944,0.011443056,0.008707425,0.025642654,0.016491361,0.017541844,0.040457324,0.024034278,0.01767025,0.012218698,0.010701069,0.009539677,Sdb
0.281624558,0.258373378,0.10241433,0.024934597,0.017833496,0.008364686,0.008668463,0.007453881,0.005037814,0.006373059,0.008888058,0.007085064,0.006381658,0.007103747,0.004937364,0.015628459,0.015665999,0.015794965,0.01385709,0.015358359,0.008603822,0.01579609,0.014827522,0.029504679,0.018465293,0.015638925,0.014681556,0.016585179,0.012674458,0.008082405,0.395701043,0.134234934,0.035850547,0.011793896,0.008806569,0.006447594,0.007476691,0.007383786,0.010109812,0.015367405,0.016454009,0.015585556,0.015847793,0.014305327,0.020547777,0.019665582,0.011934099,0.018437253,0.014785857,0.011254615,0.008708385,0.025557051,0.01580614,0.017947283,0.039870131,0.024397774,0.018546681,0.013007177,0.011681264,0.010783003,Sdb
0.278742786,0.259295683,0.102616173,0.024896464,0.018056915,0.0084261,0.008586339,0.007543916,0.005016321,0.006452654,0.008943688,0.007054385,0.006528332,0.0070076,0.005208898,0.015716184,0.015468712,0.015337392,0.013651256,0.015249134,0.00867203,0.016147294,0.015108937,0.029479564,0.01863634,0.015892572,0.014774355,0.016185194,0.012983479,0.008518723,0.381467619,0.125935073,0.03398417,0.01092403,0.008468557,0.006170889,0.006968429,0.007295171,0.011177906,0.015147395,0.017575262,0.018098555,0.018537392,0.01944493,0.02089846,0.020069939,0.012988414,0.020642155,0.016798207,0.010738287,0.008910443,0.026854296,0.017482436,0.017772509,0.03935003,0.023569033,0.019099127,0.015060776,0.013032718,0.012030022,Sdb
0.28031976,0.256504001,0.101714304,0.024989842,0.017968836,0.008589415,0.008602975,0.007317313,0.004787206,0.006255914,0.008890062,0.007035014,0.006492019,0.007047441,0.005050381,0.015972221,0.015377121,0.015213801,0.013245548,0.015124345,0.008635132,0.016595512,0.015530867,0.03010815,0.019143597,0.016257636,0.015263791,0.016714344,0.013240896,0.008476998,0.37685165,0.121492259,0.03369051,0.010880996,0.008463912,0.00618813,0.007038908,0.007044314,0.011489212,0.015164872,0.018646604,0.019455312,0.019047958,0.019809586,0.020913591,0.020048213,0.013768927,0.021048853,0.01675006,0.011468617,0.009796572,0.028193532,0.017876237,0.017399503,0.039148548,0.02373946,0.01984186,0.015550484,0.013369804,0.012058769,Sdb
0.27446835,0.259193134,0.105070093,0.02549333,0.018680045,0.00896991,0.00911741,0.007483313,0.004667663,0.006026791,0.008915095,0.006973262,0.006258701,0.006929511,0.004982411,0.016062284,0.015136292,0.014791268,0.013237077,0.01464635,0.008472516,0.016843006,0.015226971,0.029806242,0.018788359,0.016132601,0.015368499,0.016724762,0.013899542,0.008362294,0.366506383,0.115404761,0.031325665,0.011101888,0.008352413,0.0060573,0.007230369,0.006828529,0.012778456,0.015327906,0.020987278,0.020699638,0.020385224,0.02054826,0.022398048,0.02041372,0.014551549,0.021360342,0.018622944,0.012413806,0.010801268,0.02875458,0.017853454,0.017679141,0.040011515,0.023704641,0.020735572,0.016003717,0.014402083,0.012321063,Sdb
0.28414899,0.250575308,0.094602803,0.024912651,0.018238061,0.008860137,0.008087274,0.00671861,0.004308521,0.006194898,0.008915682,0.007297995,0.0065873,0.007570272,0.005323018,0.016643119,0.015288446,0.015130048,0.013747932,0.015176319,0.008882852,0.017942016,0.016068503,0.031211773,0.020003812,0.016952599,0.016093956,0.017765256,0.014117924,0.008647626,0.360192603,0.112459283,0.031043441,0.010363687,0.007865145,0.005765723,0.006913359,0.006694336,0.015380574,0.015903583,0.022019403,0.021407393,0.021066102,0.021063891,0.02307337,0.020649405,0.014587638,0.021873806,0.019184369,0.012428207,0.010857611,0.029252087,0.018427173,0.017827472,0.040482292,0.023907697,0.020654615,0.016589594,0.01443969,0.012198786,Sdb
0.302627254,0.238805039,0.082773906,0.034565617,0.019619235,0.007448194,0.006677845,0.007136211,0.004489995,0.006670904,0.009034919,0.007463328,0.007943411,0.008347814,0.008283689,0.017077808,0.014565962,0.014120106,0.013937944,0.016634931,0.011654836,0.01715971,0.012458064,0.029354743,0.014481137,0.014701553,0.012670326,0.018079428,0.01456594,0.010709793,0.331431661,0.078444605,0.0216717,0.015868624,0.007371195,0.004866231,0.006333468,0.007276515,0.017951618,0.016314001,0.024342309,0.023664948,0.029193169,0.024870781,0.026083945,0.024035363,0.018813715,0.025731779,0.021541967,0.014606647,0.012044589,0.033538781,0.020323504,0.019447037,0.045620149,0.029228904,0.021169451,0.017455499,0.017345039,0.014171108,Sdb
0.295087308,0.198110097,0.075403858,0.040181811,0.020085801,0.006784224,0.00708867,0.006498715,0.005411451,0.00746791,0.008636908,0.007877715,0.009019289,0.010251409,0.010210666,0.019190208,0.0127844,0.01644518,0.01656769,0.019700625,0.014546747,0.020930509,0.016239063,0.031887097,0.017314928,0.019234995,0.014912853,0.021383758,0.017364553,0.013632599,0.283352242,0.045216819,0.026364868,0.021348595,0.010004193,0.005042888,0.006156788,0.00767798,0.022819261,0.017762475,0.030361194,0.02605623,0.033643224,0.031372071,0.026898996,0.031069716,0.024041603,0.029323053,0.024224833,0.020141804,0.01491022,0.038153154,0.020245132,0.018168963,0.041497415,0.032565236,0.020468011,0.019925299,0.01957503,0.016973213,Sdb
0.161019142,0.183677847,0.069463648,0.052778502,0.026701911,0.011229237,0.009114061,0.009078265,0.009247417,0.012766609,0.015510033,0.011352431,0.014487646,0.016009631,0.019076594,0.023406512,0.017380381,0.023248022,0.024288969,0.023696865,0.023385546,0.023586675,0.020686864,0.029473408,0.018993516,0.026930769,0.021928369,0.025876744,0.027368527,0.021020034,0.199681358,0.046870378,0.030755552,0.029002012,0.012432911,0.006303127,0.007196849,0.009126993,0.029168179,0.023859302,0.039560263,0.031562435,0.039556268,0.04240291,0.031894236,0.030575617,0.027118863,0.03187235,0.027819753,0.025233841,0.019244274,0.032940401,0.020176806,0.018606357,0.027067804,0.030788961,0.019766595,0.023476939,0.024383394,0.021765294,Sdb
0.138994277,0.15375144,0.081924604,0.061247646,0.027617677,0.012741132,0.010420847,0.011091273,0.009998155,0.016222121,0.018063027,0.011628684,0.016941054,0.017410407,0.021231542,0.022966235,0.016662877,0.021652622,0.022589503,0.023233257,0.024944218,0.026876527,0.023489265,0.033215929,0.01888483,0.027840563,0.022603852,0.025616751,0.026292548,0.023871049,0.149892665,0.041231825,0.033412342,0.033177874,0.012929783,0.007319775,0.007048267,0.010318319,0.03269484,0.026131586,0.04402407,0.037195754,0.042763038,0.045335741,0.034175197,0.028384396,0.02847003,0.0327014,0.029936853,0.026816732,0.021403775,0.033233176,0.022839194,0.018628559,0.028396599,0.032106879,0.021544296,0.02574013,0.026543706,0.023526682,Sdb
0.126924553,0.136346587,0.086799018,0.063394918,0.028312196,0.013583622,0.012133829,0.012505833,0.010768748,0.01812057,0.020131461,0.01285042,0.019694319,0.019392055,0.022769128,0.020052924,0.015835135,0.019046346,0.019177809,0.021625977,0.024882041,0.030471655,0.025824712,0.03675362,0.021806918,0.029924268,0.022995617,0.025444494,0.022744658,0.026352632,0.102687417,0.041035447,0.038049688,0.037094555,0.014404823,0.007652904,0.007947294,0.011752165,0.035462453,0.027313251,0.047218895,0.041914679,0.04394644,0.048724125,0.035711311,0.024755543,0.031191,0.034108694,0.031323783,0.028225465,0.02271048,0.032170351,0.025211828,0.019909218,0.028234648,0.033677359,0.023507395,0.027070245,0.027677401,0.023829039,Sdb
0.123794657,0.116076463,0.086278001,0.06437867,0.030003896,0.01383723,0.013283539,0.012932539,0.011860871,0.019043427,0.021113759,0.014980002,0.022849326,0.020343007,0.02378948,0.018526775,0.014947986,0.017833697,0.018062482,0.021566516,0.024514244,0.032344663,0.028044093,0.040035095,0.023795355,0.031309398,0.023416253,0.02532432,0.020560248,0.029287383,0.078801228,0.038526402,0.038108074,0.038363566,0.015163679,0.008143508,0.008251293,0.012719663,0.036335037,0.028542689,0.047734526,0.046377776,0.045327225,0.050846254,0.035206949,0.026192103,0.031612217,0.03614372,0.031687759,0.028327196,0.023183299,0.033054934,0.02709518,0.020081787,0.028403041,0.033857995,0.024540913,0.027646277,0.028012237,0.024170442,Sdb
0.104908756,0.108206771,0.086419686,0.069858785,0.031229368,0.015139407,0.014845837,0.013991531,0.013538352,0.020986579,0.022234359,0.016831127,0.024388051,0.020224033,0.024547976,0.019313681,0.016049715,0.019678316,0.019094172,0.019488754,0.026296051,0.033002912,0.027753571,0.040438858,0.02441957,0.029879065,0.023376888,0.026056716,0.020553049,0.030722456,0.080528328,0.032408684,0.035646239,0.038924074,0.014865193,0.009124467,0.009221699,0.012451204,0.035646821,0.027700639,0.047040919,0.050173742,0.046365052,0.051151545,0.03544259,0.027540633,0.03266951,0.034562595,0.031683034,0.025403456,0.025651508,0.034296231,0.028244803,0.020733096,0.028982582,0.032738963,0.023950581,0.028426715,0.026291252,0.025525182,Sdb
0.121439909,0.113827964,0.090018877,0.067718885,0.030790967,0.015259195,0.01497927,0.014542094,0.013035934,0.020929741,0.021516081,0.015877828,0.023641876,0.019285784,0.023179518,0.018457373,0.015284771,0.018996652,0.019260169,0.01848736,0.025841727,0.032193891,0.026144098,0.037327795,0.02225213,0.027736306,0.022529956,0.024958058,0.019640998,0.029960611,0.07949477,0.033993764,0.037136882,0.038918992,0.01529739,0.009529936,0.009894251,0.011954587,0.035380631,0.028099821,0.046648571,0.050452726,0.045884829,0.050676627,0.03602132,0.027837441,0.032607461,0.034381995,0.031525835,0.024874374,0.026577056,0.034222949,0.02725866,0.021389363,0.028471846,0.031753772,0.023984915,0.027850289,0.02606,0.0253966,Sdb
0.159414694,0.119461341,0.090253448,0.065652197,0.029626073,0.015177714,0.014317871,0.014452852,0.01253532,0.019385886,0.020198456,0.014629072,0.022090263,0.016942267,0.021549802,0.0171132,0.014278369,0.017227547,0.018021216,0.01694839,0.024298987,0.02929256,0.023808452,0.034313227,0.020778519,0.026783621,0.019742097,0.02293649,0.017809732,0.028102569,0.084302059,0.03559632,0.038780337,0.038621716,0.015365511,0.009168028,0.010064506,0.012204332,0.034963453,0.027911946,0.047027223,0.049504749,0.046171756,0.052108827,0.036742774,0.028524902,0.031806605,0.035609719,0.031586803,0.023885892,0.026104518,0.033222082,0.026316863,0.02073948,0.02806772,0.031099713,0.023551458,0.026711376,0.02522959,0.02433243,Sdb
