C4_1Hz,C4_2Hz,C4_3Hz,C4_4Hz,C4_5Hz,C4_6Hz,C4_7Hz,C4_8Hz,C4_9Hz,C4_10Hz,C4_11Hz,C4_12Hz,C4_13Hz,C4_14Hz,C4_15Hz,C4_16Hz,C4_17Hz,C4_18Hz,C4_19Hz,C4_20Hz,C4_21Hz,C4_22Hz,C4_23Hz,C4_24Hz,C4_25Hz,C4_26Hz,C4_27Hz,C4_28Hz,C4_29Hz,C4_30Hz,A1_1Hz,A1_2Hz,A1_3Hz,A1_4Hz,A1_5Hz,A1_6Hz,A1_7Hz,A1_8Hz,A1_9Hz,A1_10Hz,A1_11Hz,A1_12Hz,A1_13Hz,A1_14Hz,A1_15Hz,A1_16Hz,A1_17Hz,A1_18Hz,A1_19Hz,A1_20Hz,A1_21Hz,A1_22Hz,A1_23Hz,A1_24Hz,A1_25Hz,A1_26Hz,A1_27Hz,A1_28Hz,A1_29Hz,A1_30Hz,Target
0.815256321,0.050435097,0.01076732,0.008541077,0.004262933,0.003695519,0.003844495,0.003092033,0.001876447,0.001910117,0.004222568,0.005196887,0.003456263,0.006527397,0.006840382,0.003317424,0.006925136,0.004172754,0.004571941,0.003922874,0.00623341,0.004251598,0.005171021,0.004000804,0.006384173,0.005041047,0.003167793,0.002024757,0.002116,0.003547644,0.523325873,0.083709613,0.034904488,0.023002945,0.008753927,0.010737456,0.007642627,0.005886127,0.006575721,0.007748556,0.014451888,0.01759239,0.025033647,0.035416414,0.032386302,0.011191075,0.012441725,0.007253153,0.007098494,0.01897305,0.007318556,0.00730766,0.005962853,0.011880208,0.018883463,0.018255155,0.003636975,0.004345969,0.008348268,0.004973227,Brux
0.819802997,0.052726945,0.011163358,0.008797757,0.004460899,0.003722183,0.003890161,0.003056314,0.001874287,0.001882267,0.003856099,0.005356895,0.003085902,0.006182776,0.005939448,0.003168333,0.006383696,0.003772642,0.004125512,0.003574539,0.005639431,0.003976394,0.004779612,0.003658399,0.005845067,0.00457399,0.002917063,0.001710017,0.00207752,0.003209027,0.545815693,0.092608085,0.033013508,0.021541895,0.008836322,0.00943704,0.007363305,0.005299994,0.005698562,0.007265668,0.013631427,0.017214006,0.022795324,0.032157877,0.02911794,0.010980376,0.011087304,0.00682229,0.006369532,0.016751795,0.0065533,0.006565994,0.005503856,0.010933083,0.016600373,0.016388369,0.003526872,0.004195158,0.007571324,0.004856449,Brux
0.813448771,0.060382063,0.015474934,0.008726336,0.004404642,0.003938686,0.00359763,0.002901315,0.001697248,0.001805339,0.00439057,0.00518773,0.002910895,0.006033341,0.005648819,0.002827945,0.005552225,0.003568366,0.003766631,0.00358587,0.004940954,0.003801474,0.004345867,0.003587154,0.005505858,0.004296219,0.00272117,0.001555291,0.00192775,0.003027461,0.581062455,0.12452397,0.028096082,0.017404984,0.007023404,0.007649882,0.005536526,0.00391847,0.004318369,0.00545781,0.012235644,0.014108115,0.018295868,0.025630018,0.023387993,0.008880835,0.00937442,0.006040911,0.005431248,0.013514196,0.00497246,0.00471879,0.004621898,0.00864727,0.01359207,0.013125134,0.002904803,0.003765663,0.00643285,0.00481538,Brux
0.8179297,0.061290728,0.017444219,0.00854481,0.004534951,0.003862746,0.003575737,0.002803421,0.001674043,0.001759237,0.005028523,0.004987478,0.002527652,0.005560108,0.005127024,0.002626373,0.004819577,0.003400212,0.00355444,0.003442209,0.004096407,0.003372982,0.004023342,0.003052402,0.004753197,0.003584708,0.002636296,0.001520238,0.00178698,0.002693849,0.607852911,0.128139476,0.027756085,0.016372529,0.006983679,0.007611753,0.005513736,0.00371974,0.003935551,0.005249222,0.012099224,0.012759843,0.014613271,0.020707345,0.020184389,0.008568671,0.008234407,0.005674482,0.005301191,0.010899354,0.004386961,0.004072026,0.00441977,0.007033224,0.010917595,0.010797671,0.002717672,0.003570453,0.005812684,0.004441425,Brux
0.829356413,0.06108208,0.018627258,0.008872929,0.004755098,0.003507375,0.003784574,0.002777561,0.00168555,0.001761153,0.006318801,0.004765322,0.001666522,0.004758838,0.003200846,0.002714383,0.003941721,0.003131119,0.003285301,0.003701156,0.002754975,0.002539246,0.003696323,0.001749311,0.00304611,0.001818317,0.002529664,0.00130427,0.001770691,0.001997887,0.657261243,0.130376939,0.029986434,0.016670728,0.007136164,0.007845201,0.00575093,0.003431705,0.003382601,0.004889125,0.014481943,0.011357339,0.007261735,0.009240074,0.012198263,0.008649898,0.005119687,0.005990932,0.004945483,0.004731486,0.003700709,0.003811485,0.003620624,0.003365493,0.005015951,0.005577815,0.002907033,0.003390693,0.00498793,0.003886527,Brux
0.831437628,0.058433125,0.018306637,0.009033847,0.00461129,0.0038776,0.003683563,0.002542171,0.001599305,0.001886262,0.007800178,0.005280644,0.001931961,0.004521788,0.003210307,0.002734936,0.003580871,0.0039331,0.003477459,0.003657668,0.002929732,0.0019949,0.003185917,0.001636768,0.003064056,0.001661982,0.002511456,0.001192166,0.001872949,0.001602468,0.660280308,0.129172488,0.028924688,0.016638804,0.006659204,0.007967076,0.006005382,0.003213293,0.00339423,0.004755733,0.017495452,0.012314698,0.00698392,0.008809465,0.011729104,0.009030337,0.004926196,0.005384367,0.005248505,0.00452191,0.003487131,0.003730171,0.003445889,0.003184483,0.004918946,0.005388466,0.002805045,0.00318449,0.004882994,0.003625866,Brux
0.829954792,0.058497672,0.018341696,0.009184741,0.00465106,0.004053244,0.003850071,0.002602695,0.001621918,0.002038351,0.008981508,0.005704549,0.002028745,0.004216087,0.003223883,0.002696514,0.003541425,0.004024105,0.003581678,0.00358677,0.003039141,0.001978816,0.003013976,0.001536963,0.002997836,0.001622683,0.002294462,0.001157439,0.001798275,0.001594934,0.655581935,0.129255632,0.029511911,0.016300732,0.006685711,0.008105522,0.006380204,0.003237775,0.003549878,0.005279077,0.019480656,0.012872967,0.007095349,0.008771943,0.012087216,0.008997262,0.005029347,0.005457622,0.005255777,0.004464673,0.003438102,0.003673628,0.003402305,0.003221074,0.004935507,0.005511089,0.002759559,0.003258114,0.00502934,0.003609936,Brux
0.83601756,0.058869168,0.019045686,0.009213622,0.004699247,0.003939353,0.003983863,0.002428242,0.001614529,0.002110871,0.009952145,0.005999724,0.002098914,0.003642265,0.00288968,0.002329107,0.002743611,0.003315248,0.003102188,0.003213005,0.002520986,0.001907571,0.002354377,0.001387337,0.002030126,0.00139352,0.001665608,0.001105183,0.001509941,0.001128929,0.663038397,0.133489525,0.027166732,0.015979104,0.0063178,0.008145934,0.00642928,0.003122143,0.003480363,0.005727128,0.021499907,0.012980991,0.007095174,0.00840174,0.009464191,0.00874095,0.005014489,0.005174069,0.005116771,0.004270816,0.003074074,0.003084034,0.003117634,0.003074719,0.004293243,0.004375037,0.002755368,0.002746728,0.003811576,0.003486005,Brux
0.81204483,0.063912244,0.023277973,0.010999486,0.005641577,0.004777855,0.004870021,0.002712708,0.001979823,0.002634521,0.012902303,0.008431881,0.002697539,0.00353628,0.002741698,0.002591991,0.002701475,0.004080483,0.003181075,0.00381428,0.002485125,0.002303283,0.002500365,0.001640263,0.002076118,0.001591838,0.002030054,0.001387091,0.001805669,0.000980546,0.629166931,0.153914662,0.025938595,0.018459298,0.008293525,0.009474189,0.007692565,0.003518246,0.003976422,0.006705342,0.026877515,0.015054375,0.007965278,0.007960864,0.006480517,0.00960067,0.005221965,0.005645846,0.006101454,0.005029191,0.003442018,0.002994741,0.00324063,0.003188652,0.004358683,0.003110102,0.00321401,0.002886531,0.002892646,0.003765075,Brux
0.658676175,0.104298015,0.045183199,0.021197879,0.009977183,0.009060789,0.008958105,0.005174799,0.003603503,0.005271337,0.027345058,0.016927332,0.004870633,0.006254552,0.004995018,0.004929024,0.004655664,0.007201763,0.005776745,0.007357838,0.004649643,0.004380772,0.004781029,0.002877274,0.003873401,0.003089245,0.003575144,0.002589625,0.003598173,0.001838533,0.567763523,0.179402358,0.028815599,0.021011098,0.010108573,0.011330337,0.00835873,0.003810746,0.004961058,0.007997546,0.034527587,0.019417428,0.00954053,0.00775664,0.006698884,0.009164724,0.005769708,0.00696624,0.006677753,0.006257269,0.004232939,0.003297448,0.00377602,0.003696296,0.005000973,0.003695327,0.003730467,0.003586244,0.003657323,0.00470485,Brux
0.583033634,0.11985815,0.055406883,0.02488741,0.012258996,0.011203725,0.011190045,0.006467468,0.004354033,0.006777457,0.037512587,0.021713573,0.006469801,0.007835579,0.00640979,0.0061074,0.005664347,0.009085839,0.007306324,0.009328573,0.005760245,0.005347036,0.006108147,0.003467407,0.004759825,0.003699332,0.004494697,0.003151594,0.004388961,0.002225465,0.566108113,0.177150191,0.028091569,0.020083207,0.009918014,0.011175883,0.008633748,0.003798349,0.005074014,0.008200463,0.036791053,0.022672349,0.009565252,0.007725345,0.006712626,0.009051128,0.005808425,0.007018192,0.00673638,0.006266636,0.004238082,0.003248369,0.003741803,0.003680981,0.005006551,0.003726892,0.003627549,0.003559147,0.003676253,0.004685032,Brux
0.530170038,0.126261833,0.062280305,0.025807189,0.014234099,0.012078491,0.012304918,0.007350711,0.004981867,0.007972789,0.048225757,0.028131477,0.008580784,0.009351386,0.007394001,0.00666997,0.006513473,0.010426287,0.008934068,0.010867541,0.006946555,0.005612283,0.006483632,0.004080038,0.005107166,0.004203175,0.00514579,0.003109651,0.004167588,0.002527351,0.562675354,0.17889069,0.025731318,0.019275704,0.010160257,0.010427268,0.00835185,0.003768443,0.00546489,0.008240812,0.038811755,0.026935275,0.009506634,0.007637558,0.00691143,0.008319593,0.005776628,0.007017251,0.00673769,0.006299077,0.004579843,0.003377703,0.003456998,0.003618098,0.004985857,0.00370349,0.003456246,0.003501282,0.003577249,0.004720276,Brux
0.523407881,0.118244878,0.065522852,0.024449481,0.014727423,0.012850826,0.011473843,0.007544571,0.005269914,0.0090057,0.054555641,0.031621993,0.008910162,0.009489145,0.008196469,0.006911961,0.006804397,0.010650598,0.009161233,0.011366167,0.006861212,0.005317862,0.005977816,0.004239061,0.004749182,0.00412489,0.004842061,0.003086539,0.003972705,0.002538005,0.56965568,0.173477057,0.02478433,0.017565383,0.009858879,0.009962365,0.007937932,0.003650718,0.005628558,0.008305913,0.040155199,0.031018499,0.009431966,0.007030753,0.007228637,0.008219738,0.006040485,0.006905953,0.006389728,0.005779364,0.004408724,0.003433999,0.003109778,0.003578786,0.004507787,0.00340042,0.003290111,0.003307272,0.00342068,0.004620763,Brux
0.506280199,0.125862975,0.067715246,0.018257354,0.014786134,0.012965931,0.010735748,0.007910534,0.005553729,0.009795933,0.058903597,0.034429304,0.009614514,0.009402171,0.009589013,0.00687518,0.006960798,0.010893039,0.00922349,0.012318145,0.007326901,0.005767741,0.006137859,0.004334255,0.004951761,0.004326965,0.004752665,0.003291784,0.004093038,0.00264619,0.570096356,0.179034241,0.024202278,0.01469313,0.009233828,0.008897396,0.007716621,0.003494023,0.005464186,0.008526687,0.03867377,0.032807448,0.009300273,0.006654157,0.007440675,0.008130199,0.005891594,0.006595654,0.00634111,0.005973163,0.004209699,0.003442043,0.002986868,0.003420305,0.004480904,0.003486137,0.003322234,0.003547712,0.003331696,0.004684863,Brux
0.494570775,0.128066297,0.068855126,0.015547532,0.014167187,0.013243367,0.01111296,0.008090383,0.006098574,0.01044173,0.061122088,0.036097456,0.010924146,0.009753023,0.010000961,0.006803505,0.007317521,0.011058326,0.009518341,0.012926571,0.008163542,0.00638042,0.00656682,0.004420712,0.004929876,0.004434164,0.004897096,0.003315264,0.004122337,0.002643432,0.569312559,0.179366623,0.024131321,0.013711536,0.009438696,0.009165696,0.00768723,0.003503363,0.005571021,0.009014032,0.038440008,0.032725152,0.009194814,0.006937696,0.00761309,0.007816845,0.005880452,0.006602062,0.006444299,0.006177871,0.004471585,0.003723175,0.003077795,0.003414292,0.00439292,0.003504932,0.003304086,0.003514028,0.003322661,0.004653846,Brux
0.475848958,0.136448512,0.066750763,0.015717041,0.014744082,0.014068484,0.011398394,0.008769099,0.006863379,0.011836396,0.063777746,0.037375753,0.012163064,0.009355986,0.009334453,0.007205291,0.007793285,0.011628657,0.00929471,0.013176359,0.009189401,0.006719963,0.006755638,0.004246382,0.004879332,0.004440672,0.005127354,0.003411173,0.004126379,0.002743333,0.560765004,0.192281326,0.025065902,0.012927323,0.009481927,0.009258899,0.007431153,0.003251474,0.00557434,0.009180779,0.03562254,0.032787979,0.008988235,0.007444668,0.006971577,0.006972447,0.005726109,0.006391053,0.006131988,0.006046583,0.004632544,0.003810955,0.002813138,0.003378523,0.004628526,0.003840885,0.003446632,0.003500214,0.003188329,0.00455118,Brux
0.490039192,0.149444661,0.063249208,0.01519775,0.013915062,0.012873815,0.010290648,0.007987092,0.006628883,0.011034242,0.058736626,0.034257381,0.011308662,0.008846019,0.008274615,0.006616026,0.007341896,0.010660843,0.008524449,0.012053643,0.0084583,0.006411386,0.006193568,0.003991424,0.004266795,0.004223101,0.004952967,0.003197697,0.003742521,0.00265754,0.561116343,0.205764828,0.025612807,0.011822703,0.008328242,0.008311836,0.006528378,0.002850068,0.005285265,0.008256737,0.032609897,0.030753027,0.008748295,0.008199809,0.006404279,0.006177883,0.005347868,0.005971483,0.005763505,0.005676584,0.004295731,0.003549089,0.002557301,0.003325267,0.00453431,0.004146023,0.003581602,0.003337409,0.002957171,0.00434127,Brux
0.503203384,0.150968673,0.060487805,0.014379701,0.013453171,0.01187087,0.009420709,0.007562893,0.006387273,0.010357363,0.056199178,0.034707532,0.011162662,0.008670897,0.007962593,0.006128311,0.007106735,0.010078716,0.008196141,0.011305109,0.007999909,0.006236677,0.005890006,0.003921673,0.003951021,0.003920011,0.004937116,0.003033937,0.003453897,0.002523817,0.553894071,0.213369528,0.027173606,0.010804066,0.00805927,0.00797391,0.00614127,0.002849438,0.00520987,0.008051265,0.032236275,0.032663601,0.00915937,0.008803097,0.006202603,0.005658932,0.005220164,0.005865947,0.005659332,0.005600327,0.004226816,0.003571607,0.0023587,0.003282273,0.004546594,0.004158627,0.003647022,0.003040568,0.002748352,0.004026203,Brux
0.405846419,0.151731781,0.043612496,0.018722678,0.016027762,0.015627266,0.013003254,0.010626385,0.010604627,0.014695361,0.074408623,0.060033908,0.016887076,0.012479556,0.012309012,0.008592443,0.01031988,0.013270609,0.012905009,0.014466279,0.010939058,0.008419767,0.006831322,0.005533242,0.004822164,0.004146902,0.00687941,0.003979446,0.00363104,0.002617699,0.446919533,0.194314584,0.039227399,0.01613772,0.012791648,0.012486935,0.009538759,0.004655552,0.008429687,0.014163903,0.051951835,0.068393148,0.014468179,0.013337474,0.008812729,0.007182102,0.00652705,0.007181343,0.007448875,0.007573474,0.006229637,0.005675886,0.002788927,0.004341826,0.006332523,0.004991257,0.005156854,0.002868225,0.002441182,0.002914449,Brux
0.390066967,0.155881534,0.040184309,0.018932315,0.015725261,0.016173438,0.013646961,0.012186618,0.011632347,0.016966202,0.073868824,0.06367701,0.018505972,0.013673299,0.013316428,0.009233636,0.010920771,0.014013087,0.013266716,0.013657996,0.011122329,0.008383843,0.006900741,0.005853132,0.004633037,0.004019002,0.007089716,0.003859997,0.003742793,0.002673313,0.426332221,0.203935025,0.040777137,0.016576516,0.012359034,0.0119849,0.009372803,0.005238491,0.008813278,0.014879754,0.051930118,0.073302786,0.015670097,0.014494957,0.009207796,0.00730683,0.006725575,0.007291999,0.007171223,0.007484391,0.006254363,0.005824732,0.002798967,0.004491397,0.006218526,0.005221849,0.005335132,0.002867302,0.002376261,0.002894332,Brux
0.403338334,0.160083594,0.033863558,0.017649123,0.014822045,0.016765793,0.013025784,0.01542859,0.012926043,0.019307783,0.069665315,0.065729417,0.019074628,0.013642985,0.013088831,0.009112369,0.010798404,0.012846355,0.011569312,0.009489616,0.010413894,0.007560997,0.006058528,0.005799776,0.003842139,0.003141982,0.005996938,0.003414146,0.003490142,0.002517715,0.426795339,0.200202757,0.040111041,0.016407496,0.013320895,0.011323957,0.009272569,0.006608249,0.009354861,0.01569324,0.050814238,0.081307708,0.015869183,0.015249616,0.009153219,0.007672104,0.00677657,0.006702221,0.00632041,0.006020413,0.005909772,0.005841203,0.00263603,0.004298062,0.004918044,0.004656447,0.004492378,0.002722369,0.002144491,0.00267633,Brux
0.409392728,0.163402842,0.0308672,0.018300299,0.016841368,0.016065685,0.013607824,0.018669176,0.017085079,0.019759331,0.066803116,0.066768889,0.019840034,0.012149743,0.011952705,0.008969999,0.011212434,0.008489402,0.010972236,0.008035584,0.009257009,0.008174618,0.004811567,0.006064062,0.003995743,0.00256334,0.004384531,0.00274805,0.002110532,0.002427711,0.425091454,0.203851514,0.039120434,0.016681854,0.014206456,0.01062151,0.008648884,0.00734182,0.009718506,0.01541381,0.046865888,0.085073912,0.016567792,0.015763552,0.009374625,0.006682258,0.006808432,0.00670548,0.006022605,0.005788665,0.005946402,0.005853998,0.002519257,0.004075266,0.004823818,0.004740667,0.004219862,0.002534527,0.001949516,0.002512882,Brux
0.403945266,0.166925574,0.031250024,0.018370021,0.016990258,0.01667613,0.01390121,0.021056007,0.021484343,0.019669456,0.061422793,0.070081533,0.019163719,0.01186192,0.011426668,0.008852398,0.012012635,0.008353722,0.010289375,0.007789466,0.008542121,0.008412961,0.004695066,0.006093333,0.003964764,0.002476542,0.003784252,0.002502527,0.001861579,0.00218412,0.422553428,0.202781504,0.039461503,0.01663996,0.014277715,0.010930802,0.007919619,0.008221157,0.010251149,0.014939252,0.044864899,0.088894533,0.016784343,0.015878889,0.009455086,0.006630268,0.007068244,0.0073663,0.006164422,0.005745103,0.005938516,0.005871914,0.002488803,0.004082643,0.004803688,0.00466672,0.004108644,0.002436924,0.001799418,0.002536805,Brux
0.39654824,0.163853352,0.03100225,0.018847811,0.016696529,0.017460135,0.013930205,0.025038464,0.027235739,0.019878933,0.057097788,0.07207548,0.019237983,0.011982051,0.012109073,0.008988238,0.013343392,0.008635405,0.010300883,0.007681876,0.008230009,0.008503878,0.00466843,0.005998928,0.003968209,0.002512684,0.003677122,0.002489678,0.001814193,0.002185728,0.419055444,0.199617089,0.039809606,0.016829843,0.014237134,0.011082498,0.007909843,0.009547184,0.011380554,0.014095013,0.042982671,0.093841645,0.016755267,0.016085763,0.009360308,0.007026016,0.00769138,0.00788174,0.006233186,0.005615882,0.005948713,0.005855157,0.002493818,0.004125305,0.004821869,0.004580977,0.003973589,0.002432139,0.001698156,0.002565967,Brux
0.388629063,0.164278146,0.027178316,0.019301216,0.0181743,0.018277955,0.013675332,0.026906167,0.034371576,0.019971965,0.052316573,0.070477662,0.020493134,0.01226506,0.012969206,0.010119845,0.015633447,0.008524748,0.010733256,0.007515106,0.008297292,0.00848849,0.005010387,0.00583145,0.004085763,0.002471947,0.003740718,0.002425536,0.001864362,0.002087082,0.41754763,0.203917767,0.041024999,0.016049997,0.014460168,0.010430169,0.008002753,0.010099535,0.01292732,0.012653352,0.037602098,0.095377092,0.016951457,0.016395685,0.009234564,0.007766904,0.007917222,0.007933103,0.006283661,0.005560436,0.005863216,0.005533077,0.002708309,0.004041924,0.00484144,0.004563119,0.003969794,0.002329752,0.00162801,0.002407918,Brux
